gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,entrez_gene,gs_cat,gs_subcat
ZEB1,6935,ENSG00000148516,ZEB1,6935,ENSG00000148516,ZEB1,M5921,HALLMARK_COMPLEMENT,H,,Hallmark,Genes encoding components of the complement system, which is part of the innate immune system.,HS,26771021,,,,2025.1.Hs,HS,6935,H,
ZFPM2,23414,ENSG00000169946,ZFPM2,23414,ENSG00000169946,ZFPM2,M5921,HALLMARK_COMPLEMENT,H,,Hallmark,Genes encoding components of the complement system, which is part of the innate immune system.,HS,26771021,,,,2025.1.Hs,HS,23414,H,
AAAS,8086,ENSG00000094914,AAAS,8086,ENSG00000094914,AAAS,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,8086,H,
ADA,100,ENSG00000196839,ADA,100,ENSG00000196839,ADA,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,100,H,
ADCY6,112,ENSG00000174233,ADCY6,112,ENSG00000174233,ADCY6,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,112,H,
ADRM1,11047,ENSG00000130706,ADRM1,11047,ENSG00000130706,ADRM1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,11047,H,
AGO4,192670,ENSG00000134698,AGO4,192670,ENSG00000134698,EIF2C4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,192670,H,
AK1,203,ENSG00000106992,AK1,203,ENSG00000106992,AK1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,203,H,
AK3,50808,ENSG00000147853,AK3,50808,ENSG00000147853,AK3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,50808,H,
ALYREF,10189,ENSG00000183684,ALYREF,10189,ENSG00000183684,THOC4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,10189,H,
APRT,353,ENSG00000198931,APRT,353,ENSG00000198931,APRT,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,353,H,
ARL6IP1,23204,ENSG00000170540,ARL6IP1,23204,ENSG00000170540,ARL6IP1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,23204,H,
BCAM,4059,ENSG00000187244,BCAM,4059,ENSG00000187244,BCAM,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,4059,H,
BCAP31,10134,ENSG00000185825,BCAP31,10134,ENSG00000185825,BCAP31,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,10134,H,
BOLA2,552900,ENSG00000183336,BOLA2,552900,ENSG00000183336,BOLA2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,552900,H,
BRF2,55290,ENSG00000104221,BRF2,55290,ENSG00000104221,BRF2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,55290,H,
CANT1,124583,ENSG00000171302,CANT1,124583,ENSG00000171302,CANT1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,124583,H,
CCNO,10309,ENSG00000152669,CCNO,10309,ENSG00000152669,CCNO,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,10309,H,
CDA,978,ENSG00000158825,CDA,978,ENSG00000158825,CDA,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,978,H,
CETN2,1069,ENSG00000147400,CETN2,1069,ENSG00000147400,CETN2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1069,H,
CLP1,10978,ENSG00000172409,CLP1,10978,ENSG00000172409,CLP1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,10978,H,
CMPK2,129607,ENSG00000134326,CMPK2,129607,ENSG00000134326,CMPK2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,129607,H,
COX17,10063,ENSG00000138495,COX17,10063,ENSG00000138495,COX17,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,10063,H,
CSTF3,1479,ENSG00000176102,CSTF3,1479,ENSG00000176102,CSTF3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1479,H,
DAD1,1603,ENSG00000129562,DAD1,1603,ENSG00000129562,DAD1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1603,H,
DCTN4,51164,ENSG00000132912,DCTN4,51164,ENSG00000132912,DCTN4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,51164,H,
DDB1,1642,ENSG00000167986,DDB1,1642,ENSG00000167986,DDB1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1642,H,
DDB2,1643,ENSG00000134574,DDB2,1643,ENSG00000134574,DDB2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1643,H,
DGCR8,54487,ENSG00000128191,DGCR8,54487,ENSG00000128191,DGCR8,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,54487,H,
DGUOK,1716,ENSG00000114956,DGUOK,1716,ENSG00000114956,DGUOK,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1716,H,
DUT,1854,ENSG00000128951,DUT,1854,ENSG00000128951,DUT,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1854,H,
EDF1,8721,ENSG00000107223,EDF1,8721,ENSG00000107223,EDF1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,8721,H,
EIF1B,10289,ENSG00000114784,EIF1B,10289,ENSG00000114784,EIF1B,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,10289,H,
ELL,8178,ENSG00000105656,ELL,8178,ENSG00000105656,ELL,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,8178,H,
ELOA,6924,ENSG00000011007,ELOA,6924,ENSG00000011007,TCEB3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,6924,H,
ERCC1,2067,ENSG00000012061,ERCC1,2067,ENSG00000012061,ERCC1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2067,H,
ERCC2,2068,ENSG00000104884,ERCC2,2068,ENSG00000104884,ERCC2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2068,H,
ERCC3,2071,ENSG00000163161,ERCC3,2071,ENSG00000163161,ERCC3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2071,H,
ERCC4,2072,ENSG00000175595,ERCC4,2072,ENSG00000175595,ERCC4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2072,H,
ERCC5,2073,ENSG00000134899,ERCC5,2073,ENSG00000134899,ERCC5,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2073,H,
ERCC8,1161,ENSG00000049167,ERCC8,1161,ENSG00000049167,ERCC8,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1161,H,
FEN1,2237,ENSG00000168496,FEN1,2237,ENSG00000168496,FEN1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2237,H,
GMPR2,51292,ENSG00000100938,GMPR2,51292,ENSG00000100938,GMPR2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,51292,H,
GPX4,2879,ENSG00000167468,GPX4,2879,ENSG00000167468,GPX4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2879,H,
GSDME,1687,ENSG00000105928,GSDME,1687,ENSG00000105928,DFNA5,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,1687,H,
GTF2A2,2958,ENSG00000140307,GTF2A2,2958,ENSG00000140307,GTF2A2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2958,H,
GTF2B,2959,ENSG00000137947,GTF2B,2959,ENSG00000137947,GTF2B,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2959,H,
GTF2F1,2962,ENSG00000125651,GTF2F1,2962,ENSG00000125651,GTF2F1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2962,H,
GTF2H1,2965,ENSG00000110768,GTF2H1,2965,ENSG00000110768,GTF2H1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2965,H,
GTF2H3,2967,ENSG00000111358,GTF2H3,2967,ENSG00000111358,GTF2H3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2967,H,
GTF2H5,404672,ENSG00000272047,GTF2H5,404672,ENSG00000272047,GTF2H5,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,404672,H,
GTF3C5,9328,ENSG00000148308,GTF3C5,9328,ENSG00000148308,GTF3C5,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,9328,H,
GUK1,2987,ENSG00000143774,GUK1,2987,ENSG00000143774,GUK1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,2987,H,
HCLS1,3059,ENSG00000180353,HCLS1,3059,ENSG00000180353,HCLS1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,3059,H,
HPRT1,3251,ENSG00000165704,HPRT1,3251,ENSG00000165704,HPRT1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,3251,H,
IMPDH2,3615,ENSG00000178035,IMPDH2,3615,ENSG00000178035,IMPDH2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,3615,H,
ITPA,3704,ENSG00000125877,ITPA,3704,ENSG00000125877,ITPA,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,3704,H,
LIG1,3978,ENSG00000105486,LIG1,3978,ENSG00000105486,LIG1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,3978,H,
MPC2,25874,ENSG00000143158,MPC2,25874,ENSG00000143158,BRP44,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,25874,H,
MPG,4350,ENSG00000103152,MPG,4350,ENSG00000103152,MPG,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,4350,H,
MRPL40,64976,ENSG00000185608,MRPL40,64976,ENSG00000185608,MRPL40,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,64976,H,
NCBP2,22916,ENSG00000114503,NCBP2,22916,ENSG00000114503,NCBP2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,22916,H,
NELFB,25920,ENSG00000188986,NELFB,25920,ENSG00000188986,COBRA1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,25920,H,
NELFCD,51497,ENSG00000101158,NELFCD,51497,ENSG00000101158,TH1L,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,51497,H,
NELFE,7936,ENSG00000204356,NELFE,7936,ENSG00000204356,RDBP,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,7936,H,
NFX1,4799,ENSG00000086102,NFX1,4799,ENSG00000086102,NFX1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,4799,H,
NME1,4830,ENSG00000239672,NME1,4830,ENSG00000239672,NME1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,4830,H,
NME3,4832,ENSG00000103024,NME3,4832,ENSG00000103024,NME3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,4832,H,
NME4,4833,ENSG00000103202,NME4,4833,ENSG00000103202,NME4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,4833,H,
NPR2,4882,ENSG00000159899,NPR2,4882,ENSG00000159899,NPR2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,4882,H,
NT5C,30833,ENSG00000125458,NT5C,30833,ENSG00000125458,NT5C,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,30833,H,
NT5C3A,51251,ENSG00000122643,NT5C3A,51251,ENSG00000122643,NT5C3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,51251,H,
NUDT21,11051,ENSG00000167005,NUDT21,11051,ENSG00000167005,NUDT21,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,11051,H,
NUDT9,53343,ENSG00000170502,NUDT9,53343,ENSG00000170502,NUDT9,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,53343,H,
PCNA,5111,ENSG00000132646,PCNA,5111,ENSG00000132646,PCNA,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5111,H,
PDE4B,5142,ENSG00000184588,PDE4B,5142,ENSG00000184588,PDE4B,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5142,H,
PDE6G,5148,ENSG00000185527,PDE6G,5148,ENSG00000185527,PDE6G,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5148,H,
PNP,4860,ENSG00000198805,PNP,4860,ENSG00000198805,PNP,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,4860,H,
POLA1,5422,ENSG00000101868,POLA1,5422,ENSG00000101868,POLA1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5422,H,
POLA2,23649,ENSG00000014138,POLA2,23649,ENSG00000014138,POLA2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,23649,H,
POLB,5423,ENSG00000070501,POLB,5423,ENSG00000070501,POLB,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5423,H,
POLD1,5424,ENSG00000062822,POLD1,5424,ENSG00000062822,POLD1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5424,H,
POLD3,10714,ENSG00000077514,POLD3,10714,ENSG00000077514,POLD3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,10714,H,
POLD4,57804,ENSG00000175482,POLD4,57804,ENSG00000175482,POLD4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,57804,H,
POLE4,56655,ENSG00000115350,POLE4,56655,ENSG00000115350,POLE4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,56655,H,
POLH,5429,ENSG00000170734,POLH,5429,ENSG00000170734,POLH,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5429,H,
POLL,27343,ENSG00000166169,POLL,27343,ENSG00000166169,POLL,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,27343,H,
POLR1C,9533,ENSG00000171453,POLR1C,9533,ENSG00000171453,POLR1C,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,9533,H,
POLR1D,51082,ENSG00000186184,POLR1D,51082,ENSG00000186184,POLR1D,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,51082,H,
POLR1H,30834,ENSG00000066379,POLR1H,30834,ENSG00000066379,ZNRD1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,30834,H,
POLR2A,5430,ENSG00000181222,POLR2A,5430,ENSG00000181222,POLR2A,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5430,H,
POLR2C,5432,ENSG00000102978,POLR2C,5432,ENSG00000102978,POLR2C,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5432,H,
POLR2D,5433,ENSG00000144231,POLR2D,5433,ENSG00000144231,POLR2D,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5433,H,
POLR2E,5434,ENSG00000099817,POLR2E,5434,ENSG00000099817,POLR2E,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5434,H,
POLR2F,5435,ENSG00000100142,POLR2F,5435,ENSG00000100142,POLR2F,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5435,H,
POLR2G,5436,ENSG00000168002,POLR2G,5436,ENSG00000168002,POLR2G,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5436,H,
POLR2H,5437,ENSG00000163882,POLR2H,5437,ENSG00000163882,POLR2H,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5437,H,
POLR2I,5438,ENSG00000105258,POLR2I,5438,ENSG00000105258,POLR2I,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5438,H,
POLR2J,5439,ENSG00000005075,POLR2J,5439,ENSG00000005075,POLR2J,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5439,H,
POLR2K,5440,ENSG00000147669,POLR2K,5440,ENSG00000147669,POLR2K,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5440,H,
POLR3C,10623,ENSG00000186141,POLR3C,10623,ENSG00000186141,POLR3C,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,10623,H,
POLR3GL,84265,ENSG00000121851,POLR3GL,84265,ENSG00000121851,POLR3GL,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,84265,H,
POM121,9883,ENSG00000196313,POM121,9883,ENSG00000196313,POM121,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,9883,H,
PRIM1,5557,ENSG00000198056,PRIM1,5557,ENSG00000198056,PRIM1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5557,H,
RAD51,5888,ENSG00000051180,RAD51,5888,ENSG00000051180,RAD51,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5888,H,
RAD52,5893,ENSG00000002016,RAD52,5893,ENSG00000002016,RAD52,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5893,H,
RAE1,8480,ENSG00000101146,RAE1,8480,ENSG00000101146,RAE1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,8480,H,
RALA,5898,ENSG00000006451,RALA,5898,ENSG00000006451,RALA,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5898,H,
RBX1,9978,ENSG00000100387,RBX1,9978,ENSG00000100387,RBX1,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,9978,H,
REV3L,5980,ENSG00000009413,REV3L,5980,ENSG00000009413,REV3L,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5980,H,
RFC2,5982,ENSG00000049541,RFC2,5982,ENSG00000049541,RFC2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5982,H,
RFC3,5983,ENSG00000133119,RFC3,5983,ENSG00000133119,RFC3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5983,H,
RFC4,5984,ENSG00000163918,RFC4,5984,ENSG00000163918,RFC4,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5984,H,
RFC5,5985,ENSG00000111445,RFC5,5985,ENSG00000111445,RFC5,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,5985,H,
RNMT,8731,ENSG00000101654,RNMT,8731,ENSG00000101654,RNMT,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,8731,H,
RPA2,6118,ENSG00000117748,RPA2,6118,ENSG00000117748,RPA2,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,6118,H,
RPA3,6119,ENSG00000106399,RPA3,6119,ENSG00000106399,RPA3,M5898,HALLMARK_DNA_REPAIR,H,,Hallmark,Genes involved in DNA repair.,HS,26771021,,,,2025.1.Hs,HS,6119,H,
